CreditDuration;CreditAmount;InstallmentRate;Age;NumberOfCredits;CreditHistory;EmploymentDuration;Housing;Purpose;Savings;Group;Gender;CreditRisk (y);y_hat
45;1845;4;23;1;A32;A73;A153;A43;A61;1;0;0;0,083526202
45;4576;3;27;1;A34;A71;A152;A41;A62;1;0;1;
6;932;3;24;1;A33;A73;A152;A43;A61;1;1;1;
12;1484;2;25;1;A32;A73;A152;A43;A65;1;0;0;
24;5804;4;27;2;A34;A73;A152;A41;A64;0;0;1;
18;2662;4;32;1;A32;A74;A152;A40;A65;1;0;1;
18;6458;2;39;2;A31;A75;A152;A40;A61;0;0;0;0,124478057
7;730;4;46;2;A34;A75;A151;A43;A65;1;0;1;
12;1123;4;29;1;A32;A73;A151;A42;A63;1;1;0;0,477380544
9;2134;4;48;3;A34;A73;A152;A40;A61;1;0;1;
18;1808;4;22;1;A33;A74;A152;A42;A61;1;1;0;
24;3868;4;41;2;A34;A75;A151;A41;A61;1;1;1;
24;1659;4;29;1;A33;A72;A151;A43;A61;1;1;0;
36;3342;4;51;1;A34;A75;A152;A43;A65;1;0;1;
24;6615;2;75;2;A34;A71;A153;A41;A61;0;0;1;
6;343;4;27;1;A32;A72;A152;A44;A61;1;1;1;0,960899532
36;12612;1;47;1;A32;A73;A153;A46;A62;0;0;0;
10;2146;1;23;2;A34;A72;A151;A42;A61;1;1;1;
20;7057;3;36;2;A33;A74;A151;A41;A65;0;0;1;
6;1343;1;46;2;A34;A75;A152;A40;A61;1;0;1;
6;1050;4;35;2;A33;A71;A152;A42;A61;1;0;1;
48;8487;1;24;1;A32;A74;A152;A40;A65;0;1;1;
12;900;4;23;1;A32;A73;A152;A40;A65;1;0;0;
8;1237;3;24;1;A32;A73;A152;A42;A61;1;1;0;
12;1655;2;63;2;A34;A75;A152;A43;A61;1;0;1;0,960467279
18;4439;1;33;1;A32;A75;A152;A49;A61;1;0;1;
27;8318;2;42;2;A30;A75;A153;A49;A61;0;1;0;
10;1597;3;40;1;A32;A73;A151;A40;A63;1;0;1;
36;9271;2;24;1;A32;A74;A152;A40;A61;0;0;0;
18;2238;2;25;2;A34;A73;A152;A43;A61;1;1;1;0,847332835
48;3844;4;34;1;A30;A74;A153;A49;A62;1;0;0;
24;1231;4;57;2;A34;A75;A151;A43;A64;1;1;1;
18;2404;2;26;2;A34;A73;A152;A43;A61;1;1;1;
24;2872;3;36;1;A34;A75;A152;A43;A62;1;0;1;
18;4594;3;32;1;A32;A72;A152;A43;A61;1;0;1;
12;685;2;25;1;A32;A74;A152;A40;A61;1;0;0;0,282174885
6;2647;2;44;1;A32;A73;A151;A43;A63;1;0;1;0,941178501
30;2150;4;24;1;A32;A73;A152;A40;A61;1;1;0;
12;1274;3;37;1;A32;A72;A152;A40;A61;1;1;0;0,274468839
10;894;4;40;1;A32;A74;A152;A48;A65;1;1;1;0,971372187
24;2964;4;49;1;A32;A75;A153;A41;A65;1;0;1;
18;1245;4;33;1;A34;A73;A152;A43;A61;1;0;0;
18;1961;3;23;1;A32;A75;A152;A40;A61;1;1;1;
12;759;4;26;1;A32;A74;A152;A40;A61;1;0;0;0,107601926
12;2279;4;37;1;A32;A73;A153;A43;A65;1;0;1;
18;3114;1;26;1;A30;A72;A151;A42;A61;1;1;0;
15;1905;4;40;1;A32;A75;A151;A46;A61;1;0;1;
24;1258;3;57;1;A32;A73;A152;A43;A63;1;1;1;
12;1410;2;31;1;A30;A73;A152;A48;A61;1;0;1;
18;3244;1;33;2;A30;A73;A152;A42;A61;1;1;1;
9;1154;2;37;3;A34;A75;A152;A43;A61;1;0;1;
10;1347;4;27;2;A34;A74;A152;A43;A65;1;0;1;
9;1154;2;37;3;A34;A75;A152;A43;A61;1;0;1;
6;683;2;29;1;A33;A72;A152;A43;A61;1;1;1;
11;1322;4;40;2;A34;A73;A152;A40;A64;1;1;1;0,966035187
12;1372;2;36;1;A32;A74;A152;A40;A61;1;0;0;0,438661784
12;1185;3;27;2;A34;A73;A152;A49;A61;1;1;1;0,968752742
18;1216;4;23;1;A32;A72;A151;A40;A61;1;1;0;0,084023997
24;1207;4;24;1;A32;A72;A151;A40;A61;1;1;0;
48;8487;1;24;1;A32;A74;A152;A40;A65;0;1;1;
12;1163;4;44;1;A34;A73;A152;A40;A63;1;0;1;
36;15857;2;43;1;A32;A71;A152;A410;A61;0;0;1;
30;4583;2;32;2;A30;A73;A152;A42;A61;1;0;1;
9;2134;4;48;3;A34;A73;A152;A40;A61;1;0;1;
36;5179;4;29;1;A32;A74;A152;A42;A61;1;0;0;
18;1131;4;33;1;A32;A71;A152;A42;A61;1;1;0;0,094564855
48;3060;4;28;2;A32;A74;A152;A43;A61;1;0;0;
18;7374;4;40;2;A34;A71;A152;A42;A61;0;0;1;
7;2329;1;45;1;A32;A72;A152;A43;A61;1;1;1;
36;2746;4;31;1;A31;A75;A152;A42;A61;1;0;0;
24;1199;4;60;2;A34;A75;A152;A40;A61;1;0;0;0,692379713
6;1595;3;51;1;A32;A74;A152;A43;A61;1;0;1;
36;3535;4;37;2;A34;A74;A152;A40;A61;1;0;1;
15;1459;4;43;1;A34;A73;A152;A43;A61;1;1;1;
24;4712;4;37;2;A33;A73;A152;A49;A65;1;0;1;
12;1592;3;35;1;A34;A74;A152;A42;A64;1;1;1;
10;1521;4;31;1;A32;A73;A152;A42;A61;1;0;1;
12;1409;4;54;1;A34;A75;A152;A41;A61;1;0;1;0,976299584
18;3850;3;27;2;A34;A74;A152;A41;A61;1;0;1;
24;1231;4;57;2;A34;A75;A151;A43;A64;1;1;1;
24;4817;2;31;1;A32;A74;A152;A40;A61;1;0;0;0,261711866
18;1149;4;46;2;A34;A73;A152;A43;A64;1;0;1;
24;1413;4;28;1;A32;A73;A152;A43;A61;1;0;1;0,880072951
24;1371;4;25;1;A32;A73;A151;A40;A65;1;1;0;
24;929;4;31;1;A32;A74;A152;A42;A65;1;0;1;
12;1474;4;33;1;A32;A72;A152;A42;A61;1;1;1;0,597397447
30;10623;3;38;3;A34;A75;A153;A41;A61;0;0;1;0,784793258
24;5943;1;44;2;A32;A72;A152;A43;A65;0;1;0;0,424075305
9;1670;4;22;1;A32;A72;A152;A43;A61;1;1;0;
24;1546;4;24;1;A31;A74;A151;A43;A61;1;0;0;
6;1343;1;46;2;A34;A75;A152;A40;A61;1;0;1;
18;7374;4;40;2;A34;A71;A152;A42;A61;0;0;1;0,842383564
48;5951;2;22;1;A32;A73;A152;A43;A61;0;1;0;
9;1449;3;27;2;A32;A74;A152;A49;A61;1;1;1;0,806962371
24;1553;3;23;2;A33;A74;A151;A43;A62;1;1;1;
24;11938;2;39;2;A34;A73;A152;A410;A61;0;0;0;
36;8065;3;25;2;A34;A73;A152;A46;A61;0;1;0;
12;3016;3;24;1;A32;A73;A152;A43;A61;1;0;1;
39;2569;4;24;1;A32;A73;A152;A41;A63;1;0;1;0,932114482
24;1377;4;47;1;A32;A75;A153;A43;A62;1;1;1;
18;1887;4;28;2;A34;A73;A152;A49;A65;1;0;1;
24;1275;2;36;2;A34;A73;A152;A49;A64;1;0;1;
12;1331;2;22;1;A32;A72;A152;A43;A61;1;0;0;0,335771143
18;1055;4;30;2;A34;A72;A152;A40;A61;1;1;1;
12;1168;4;27;1;A32;A73;A152;A40;A61;1;0;1;
9;1154;2;37;3;A34;A75;A152;A43;A61;1;0;1;0,972965419
12;1736;3;31;1;A32;A74;A152;A42;A61;1;1;1;
24;999;4;25;2;A32;A75;A152;A43;A65;1;0;1;0,866512418
24;2439;4;35;1;A32;A72;A152;A43;A61;1;1;0;0,936992586
36;7432;2;54;1;A33;A73;A151;A40;A61;0;1;1;0,899432063
18;2662;4;32;1;A32;A74;A152;A40;A65;1;0;1;
24;2679;4;29;1;A32;A72;A152;A41;A61;1;1;1;
15;1721;2;36;1;A32;A72;A152;A40;A61;1;0;1;
15;1316;2;47;2;A34;A73;A152;A43;A63;1;0;1;0,961931884
12;2251;1;46;1;A32;A73;A152;A42;A61;1;1;1;
48;6331;4;46;2;A34;A75;A153;A41;A61;0;0;0;
48;9960;1;26;1;A32;A72;A152;A42;A61;0;1;0;
27;2570;3;21;1;A32;A73;A151;A40;A61;1;1;0;
20;6148;3;31;2;A30;A75;A152;A41;A62;0;0;1;0,935783744
21;5248;1;26;1;A32;A73;A152;A41;A65;1;0;1;
15;1275;4;24;1;A32;A73;A151;A44;A65;1;1;0;0,206748113
9;1422;3;27;1;A32;A72;A153;A40;A61;1;0;0;
12;1262;3;25;1;A32;A73;A152;A43;A61;1;0;1;0,909533262
24;6313;3;41;1;A32;A75;A152;A41;A65;0;0;1;
48;12749;4;37;1;A33;A74;A152;A43;A63;0;0;1;
18;3104;3;31;1;A30;A74;A152;A49;A61;1;0;1;
21;12680;4;30;1;A34;A75;A153;A40;A65;0;0;0;
16;1175;2;68;3;A34;A71;A153;A40;A61;1;0;1;
6;362;4;52;2;A34;A73;A152;A40;A62;1;1;1;
6;1237;1;27;2;A34;A73;A152;A43;A62;1;1;1;
30;2333;4;30;1;A32;A75;A152;A43;A63;1;0;1;
9;1288;3;48;2;A34;A75;A152;A45;A62;1;0;1;
15;1403;2;28;1;A32;A73;A151;A40;A61;1;1;1;
36;9629;4;24;2;A34;A74;A152;A41;A61;0;0;0;0,306406289
24;3181;4;26;1;A32;A72;A152;A43;A61;1;1;1;0,854411066
10;894;4;40;1;A32;A74;A152;A48;A65;1;1;1;
24;2957;4;63;2;A34;A75;A152;A41;A61;1;0;1;0,983343542
24;5507;3;44;2;A34;A75;A153;A45;A61;0;0;1;
18;4439;1;33;1;A32;A75;A152;A49;A61;1;0;1;
12;1860;4;34;2;A34;A71;A152;A41;A61;1;0;1;0,645951986
12;1386;2;26;1;A32;A73;A152;A40;A63;1;1;0;
6;448;4;23;1;A32;A72;A152;A46;A61;1;1;0;
36;1953;4;61;1;A30;A75;A153;A49;A61;1;0;0;
15;2728;4;35;3;A34;A74;A152;A43;A65;1;0;1;
18;1301;4;32;1;A32;A75;A152;A43;A61;1;0;1;
21;1572;4;36;1;A32;A75;A152;A49;A64;1;1;1;
12;983;1;19;1;A32;A72;A151;A42;A64;1;1;1;
21;2580;4;41;1;A33;A72;A152;A49;A63;1;0;0;
21;2782;1;31;1;A32;A74;A152;A40;A63;1;1;1;
12;1092;4;49;2;A32;A73;A152;A43;A61;1;1;1;
36;14318;4;57;1;A32;A75;A153;A40;A61;0;0;0;
21;3275;1;36;1;A34;A75;A152;A41;A61;1;0;1;
6;3518;2;26;1;A32;A73;A151;A40;A61;1;0;1;
36;4210;4;26;1;A32;A73;A152;A43;A61;1;0;0;
30;2333;4;30;1;A32;A75;A152;A43;A63;1;0;1;
12;409;3;42;2;A31;A73;A151;A43;A64;1;1;1;
60;10144;2;21;1;A32;A74;A152;A43;A62;0;1;1;
9;936;4;52;2;A34;A75;A152;A46;A63;1;0;1;
24;2611;4;46;2;A34;A75;A152;A43;A61;1;0;1;
18;3872;2;67;1;A32;A71;A152;A45;A61;1;1;1;
12;1344;4;43;2;A33;A73;A152;A40;A61;1;0;1;
18;5866;2;30;2;A32;A73;A152;A40;A62;0;0;1;
6;1352;1;23;1;A32;A71;A151;A41;A63;1;1;1;0,946867108
9;1126;2;49;1;A32;A75;A152;A43;A62;1;0;1;
24;2197;4;43;2;A34;A74;A152;A41;A65;1;0;1;
15;806;4;22;1;A32;A73;A152;A49;A61;1;1;1;
18;1882;4;25;2;A32;A73;A151;A43;A61;1;1;0;0,182189211
12;7472;1;24;1;A32;A71;A151;A40;A65;0;1;1;
36;2337;4;36;1;A34;A75;A152;A43;A61;1;0;1;
24;5103;3;47;3;A34;A72;A153;A43;A61;1;0;1;
6;1343;1;46;2;A34;A75;A152;A40;A61;1;0;1;
6;250;2;41;2;A34;A73;A152;A40;A64;1;1;1;
42;6289;2;33;2;A30;A72;A152;A49;A61;0;0;1;
24;2022;4;37;1;A34;A73;A152;A40;A61;1;1;1;
6;1740;2;30;2;A34;A75;A151;A43;A61;1;0;1;
6;6761;1;45;2;A34;A74;A152;A40;A61;0;0;1;0,948189318
21;3357;4;29;1;A32;A72;A152;A43;A64;1;1;1;
24;929;4;31;1;A32;A74;A152;A42;A65;1;0;1;
15;1721;2;36;1;A32;A72;A152;A40;A61;1;0;1;
15;4623;3;40;1;A32;A73;A152;A46;A62;1;0;0;
12;3617;1;28;3;A34;A75;A151;A42;A61;1;0;1;0,942604542
24;4870;3;53;2;A33;A73;A153;A40;A61;1;0;0;0,188099489
36;3913;2;23;1;A32;A73;A152;A43;A61;1;0;1;
9;1126;2;49;1;A32;A75;A152;A43;A62;1;0;1;
30;3108;2;31;1;A32;A72;A152;A42;A61;1;0;0;0,386313975
36;2348;3;46;2;A34;A73;A152;A42;A61;1;0;1;
36;7678;2;40;2;A33;A74;A152;A42;A63;0;1;1;
24;3062;4;32;1;A32;A75;A151;A42;A63;1;0;1;0,84779942
36;3249;2;39;1;A32;A74;A153;A40;A61;1;0;1;
12;1935;4;43;3;A34;A75;A152;A42;A61;1;0;1;
15;1403;2;28;1;A32;A73;A151;A40;A61;1;1;1;
15;3343;4;28;1;A34;A73;A153;A42;A61;1;0;1;
12;1995;4;27;1;A34;A72;A152;A40;A62;1;0;1;0,649038613
15;1829;4;46;2;A34;A75;A152;A43;A61;1;0;1;
36;3620;1;37;1;A32;A73;A152;A42;A61;1;0;1;
15;975;2;25;2;A34;A73;A152;A42;A61;1;0;1;0,940749288
9;1082;4;27;2;A32;A75;A152;A43;A61;1;0;1;
27;4526;4;32;2;A34;A72;A152;A42;A64;1;0;1;
21;3160;4;41;1;A32;A75;A152;A43;A65;1;0;1;0,957008719
24;915;4;29;1;A32;A75;A152;A40;A65;1;1;0;
36;12389;1;37;1;A32;A73;A153;A40;A65;0;0;0;0,456698298
54;15945;3;58;1;A30;A72;A151;A49;A61;0;0;0;
18;4153;2;42;1;A32;A73;A152;A42;A61;1;0;0;
24;2603;2;28;1;A32;A73;A151;A41;A64;1;1;1;
12;1163;4;44;1;A34;A73;A152;A40;A63;1;0;1;
24;2197;4;43;2;A34;A74;A152;A41;A65;1;0;1;
36;4210;4;26;1;A32;A73;A152;A43;A61;1;0;0;
21;5248;1;26;1;A32;A73;A152;A41;A65;1;0;1;
24;2346;4;35;2;A34;A74;A152;A41;A61;1;0;1;0,981796086
15;950;4;33;2;A30;A75;A151;A40;A61;1;0;0;
12;1534;1;23;1;A32;A72;A151;A43;A61;1;0;0;
45;4746;4;25;2;A34;A72;A152;A43;A61;1;0;0;
18;1113;4;26;1;A32;A73;A152;A43;A61;1;1;1;
6;1898;1;34;2;A34;A73;A152;A43;A65;1;0;1;
24;2957;4;63;2;A34;A75;A152;A41;A61;1;0;1;
18;1800;4;24;2;A34;A73;A152;A43;A61;1;0;1;
48;4605;3;24;2;A30;A75;A153;A41;A61;1;0;0;
12;1412;4;29;2;A34;A73;A152;A49;A61;1;1;1;
9;2301;2;22;1;A32;A72;A151;A42;A62;1;1;1;
24;1927;3;33;2;A34;A73;A152;A46;A65;1;1;1;
12;2279;4;37;1;A32;A73;A153;A43;A65;1;0;1;
18;2278;3;28;2;A30;A72;A152;A40;A62;1;1;0;
15;806;4;22;1;A32;A73;A152;A49;A61;1;1;1;
24;4113;3;28;1;A32;A72;A151;A41;A63;1;1;0;0,261766165
36;7980;4;27;2;A33;A72;A151;A49;A65;0;0;0;
9;2301;2;22;1;A32;A72;A151;A42;A62;1;1;1;0,784474075
12;409;3;42;2;A31;A73;A151;A43;A64;1;1;1;
12;640;4;49;1;A32;A73;A152;A40;A61;1;0;1;0,797895312
12;1331;2;22;1;A32;A72;A152;A43;A61;1;0;0;
10;1521;4;31;1;A32;A73;A152;A42;A61;1;0;1;
12;1258;2;22;2;A34;A72;A151;A42;A61;1;1;1;
9;1154;2;37;3;A34;A75;A152;A43;A61;1;0;1;0,972965419
24;6615;2;75;2;A34;A71;A153;A41;A61;0;0;1;
42;4370;3;26;2;A33;A74;A152;A43;A61;1;0;0;0,11918395
10;1309;4;27;1;A32;A73;A152;A40;A65;1;0;0;
24;3758;1;23;1;A32;A71;A151;A43;A63;1;1;1;0,867527485
9;654;4;28;1;A32;A73;A152;A40;A61;1;0;0;
36;4210;4;26;1;A32;A73;A152;A43;A61;1;0;0;
18;3244;1;33;2;A30;A73;A152;A42;A61;1;1;1;
15;4657;3;30;1;A32;A73;A152;A41;A61;1;0;1;0,92738682
30;4272;2;26;2;A33;A73;A152;A49;A62;1;0;1;
18;2320;2;34;2;A33;A71;A152;A43;A61;1;0;1;
18;1445;4;49;1;A31;A74;A152;A43;A65;1;0;1;0,876302302
9;1154;2;37;3;A34;A75;A152;A43;A61;1;0;1;
15;1444;4;23;1;A32;A72;A152;A43;A65;1;0;1;0,904608488
9;1437;2;29;1;A31;A74;A152;A40;A62;1;0;0;
24;1193;1;29;2;A31;A71;A151;A40;A61;1;1;0;0,068324529
39;14179;4;30;2;A34;A74;A152;A42;A65;0;0;1;0,415342033
15;3812;1;23;1;A32;A72;A152;A41;A62;1;1;1;
12;776;4;28;1;A32;A73;A152;A43;A61;1;0;1;
9;2118;2;37;1;A32;A73;A152;A43;A61;1;0;1;
24;2679;4;29;1;A32;A72;A152;A41;A61;1;1;1;
24;1967;4;20;1;A32;A75;A152;A43;A61;1;1;1;
24;947;4;38;1;A32;A74;A153;A40;A61;1;0;0;0,215628535
24;4351;1;48;1;A32;A73;A152;A42;A65;1;1;1;
24;5150;4;33;1;A34;A75;A152;A42;A61;1;0;1;
15;4657;3;30;1;A32;A73;A152;A41;A61;1;0;1;
36;15857;2;43;1;A32;A71;A152;A410;A61;0;0;1;
18;866;4;25;1;A32;A73;A152;A43;A61;1;0;1;
24;5103;3;47;3;A34;A72;A153;A43;A61;1;0;1;
6;1050;4;35;2;A33;A71;A152;A42;A61;1;0;1;0,974481881
30;2831;4;33;1;A34;A73;A152;A43;A61;1;1;1;0,863733768
18;3966;1;33;3;A34;A75;A151;A40;A61;1;1;0;
60;13756;2;63;1;A34;A75;A153;A40;A65;0;0;1;
36;5742;2;31;2;A32;A74;A152;A49;A62;0;0;1;
36;2671;4;50;1;A32;A73;A153;A43;A62;1;1;0;
6;448;4;23;1;A32;A72;A152;A46;A61;1;1;0;
12;2141;3;35;1;A32;A74;A152;A43;A62;1;0;1;0,979545236
15;2631;3;25;1;A32;A73;A152;A45;A62;1;1;1;
18;6260;3;28;1;A32;A74;A151;A40;A61;0;0;1;
48;6681;4;38;1;A33;A73;A153;A49;A65;0;0;1;
36;9034;4;29;1;A32;A72;A151;A42;A62;0;0;0;
12;1620;2;30;1;A32;A73;A152;A42;A61;1;1;1;
36;12389;1;37;1;A32;A73;A153;A40;A65;0;0;0;0,456698298
24;1533;4;38;1;A32;A72;A152;A43;A61;1;1;1;0,818525255
39;8588;4;45;1;A32;A75;A152;A41;A62;0;0;1;0,868229985
6;590;3;26;1;A32;A72;A152;A43;A61;1;0;1;0,943351269
18;2238;2;25;2;A34;A73;A152;A43;A61;1;1;1;
18;1126;4;21;1;A32;A72;A151;A43;A65;1;1;1;
18;6260;3;28;1;A32;A74;A151;A40;A61;0;0;1;
21;3357;4;29;1;A32;A72;A152;A43;A64;1;1;1;0,97032541
18;2600;4;65;2;A32;A73;A153;A43;A61;1;0;0;
36;2145;2;24;2;A33;A74;A152;A49;A61;1;0;0;
24;5943;1;44;2;A32;A72;A152;A43;A65;0;1;0;
18;1800;4;24;2;A34;A73;A152;A43;A61;1;0;1;
18;6260;3;28;1;A32;A74;A151;A40;A61;0;0;1;0,832494736
48;5951;2;22;1;A32;A73;A152;A43;A61;0;1;0;0,111268774
15;1308;4;38;2;A32;A75;A152;A45;A61;1;0;1;
10;1364;2;64;1;A32;A73;A152;A40;A61;1;1;1;
24;1553;3;23;2;A33;A74;A151;A43;A62;1;1;1;
36;10875;2;45;2;A33;A75;A152;A40;A61;0;0;1;
30;3857;4;40;1;A32;A73;A152;A41;A61;1;0;1;0,932908297
36;3990;3;29;1;A31;A72;A152;A44;A65;1;1;1;0,85605222
15;4657;3;30;1;A32;A73;A152;A41;A61;1;0;1;
30;4272;2;26;2;A33;A73;A152;A49;A62;1;0;1;0,858043849
24;8648;2;27;2;A33;A72;A152;A49;A61;0;0;0;0,321617991
60;15653;2;21;2;A33;A74;A152;A43;A61;0;0;1;
12;3499;3;29;2;A34;A73;A152;A40;A61;1;1;0;
12;1262;3;25;1;A32;A73;A152;A43;A61;1;0;1;
24;5103;3;47;3;A34;A72;A153;A43;A61;1;0;1;
24;1275;2;36;2;A34;A73;A152;A49;A64;1;0;1;
36;5742;2;31;2;A32;A74;A152;A49;A62;0;0;1;
9;2118;2;37;1;A32;A73;A152;A43;A61;1;0;1;
36;5842;2;35;2;A34;A75;A152;A41;A61;0;0;1;0,956956506
12;717;4;52;3;A34;A75;A152;A43;A61;1;0;1;
12;1082;4;48;2;A30;A73;A152;A40;A61;1;0;0;
42;3394;4;65;2;A34;A71;A152;A45;A61;1;0;1;
27;5117;3;26;2;A33;A74;A152;A49;A61;1;0;1;
24;3777;4;50;1;A34;A73;A152;A42;A64;1;0;1;
12;1768;3;24;1;A32;A73;A151;A42;A61;1;0;1;0,629741669
18;1473;3;39;1;A32;A72;A152;A43;A61;1;0;1;
30;3108;2;31;1;A32;A72;A152;A42;A61;1;0;0;
42;4796;4;56;1;A34;A75;A153;A41;A61;1;0;1;0,886510074
24;1901;4;29;1;A32;A73;A151;A43;A62;1;0;1;
12;886;4;21;1;A32;A73;A152;A43;A65;1;1;1;
18;1098;4;65;2;A34;A71;A152;A43;A61;1;1;1;0,929210961
15;1300;4;45;1;A32;A75;A153;A41;A65;1;0;1;0,851063669
12;951;4;27;4;A32;A72;A151;A42;A62;1;1;0;
48;4844;3;33;1;A32;A71;A151;A49;A61;1;0;0;
21;3763;2;24;1;A32;A74;A152;A40;A65;1;0;1;
12;759;4;26;1;A32;A74;A152;A40;A61;1;0;0;
18;976;1;23;1;A32;A72;A152;A40;A61;1;1;0;0,345421046
18;2462;2;22;1;A32;A73;A152;A42;A61;1;0;0;
18;2051;4;33;1;A32;A72;A152;A43;A61;1;0;1;
9;936;4;52;2;A34;A75;A152;A46;A63;1;0;1;
10;781;4;63;2;A34;A75;A153;A40;A61;1;0;1;0,803868234
9;5129;2;74;1;A31;A75;A153;A41;A61;0;1;0;0,124638312
8;3398;1;39;2;A34;A74;A152;A40;A61;1;0;1;
12;754;4;38;2;A32;A75;A152;A48;A65;1;0;1;0,797002196
6;1743;1;34;2;A33;A73;A152;A49;A62;1;0;1;
24;2812;2;26;1;A32;A75;A151;A41;A65;1;1;1;
18;6361;2;41;1;A34;A75;A152;A42;A61;0;0;1;
21;12680;4;30;1;A34;A75;A153;A40;A65;0;0;0;0,168023735
12;1893;4;29;1;A32;A73;A152;A40;A61;1;1;1;
9;1670;4;22;1;A32;A72;A152;A43;A61;1;1;0;
24;8648;2;27;2;A33;A72;A152;A49;A61;0;0;0;0,321617991
