CreditDuration;CreditAmount;InstallmentRate;Age;NumberOfCredits;CreditHistory;EmploymentDuration;Housing;Purpose;Savings;Group;Gender;CreditRisk (y);y_hat
15;1459;4;43;1;A34;A73;A152;A43;A61;1;1;1;0,879472017
15;3556;3;29;1;A32;A73;A152;A40;A65;1;0;1;0,879306555
12;759;4;26;1;A32;A74;A152;A40;A61;1;0;0;
6;860;1;39;2;A34;A75;A152;A40;A61;1;1;1;
12;682;4;51;2;A34;A74;A152;A40;A62;1;1;1;
27;4526;4;32;2;A34;A72;A152;A42;A64;1;0;1;
18;629;4;32;2;A34;A75;A152;A43;A63;1;0;1;
18;1345;4;26;1;A32;A73;A152;A43;A61;1;0;0;
10;1418;3;35;1;A32;A73;A151;A40;A62;1;0;1;
30;1867;4;58;1;A32;A75;A152;A43;A65;1;0;1;
30;1919;4;30;2;A33;A72;A152;A43;A62;1;0;0;
42;4370;3;26;2;A33;A74;A152;A43;A61;1;0;0;0,11918395
12;996;4;23;2;A34;A74;A152;A45;A65;1;1;1;
15;1275;4;24;1;A32;A73;A151;A44;A65;1;1;0;
6;1343;1;46;2;A34;A75;A152;A40;A61;1;0;1;
18;750;4;27;1;A32;A71;A152;A46;A61;1;1;0;
36;5711;4;38;2;A34;A75;A152;A41;A64;0;0;1;0,977710307
13;1409;2;64;1;A32;A71;A152;A43;A62;1;1;1;
24;4113;3;28;1;A32;A72;A151;A41;A63;1;1;0;
9;654;4;28;1;A32;A73;A152;A40;A61;1;0;0;
48;8358;1;30;2;A30;A72;A152;A40;A63;0;1;1;
6;1346;2;42;1;A32;A75;A153;A43;A62;1;0;1;
24;1381;4;35;1;A32;A73;A152;A40;A65;1;1;0;0,119753689
24;1743;4;48;2;A34;A75;A152;A43;A61;1;0;1;0,972779214
10;1287;4;45;1;A32;A75;A152;A40;A65;1;0;1;
12;741;4;22;1;A32;A71;A152;A44;A62;1;1;0;0,275957972
18;5302;2;36;3;A34;A75;A153;A40;A61;1;0;1;
21;12680;4;30;1;A34;A75;A153;A40;A65;0;0;0;
18;2462;2;22;1;A32;A73;A152;A42;A61;1;0;0;
15;1459;4;43;1;A34;A73;A152;A43;A61;1;1;1;
12;1858;4;22;1;A32;A72;A151;A42;A61;1;1;1;0,576352775
30;5954;3;38;1;A34;A74;A152;A43;A61;0;0;1;
24;7814;3;38;1;A32;A74;A152;A41;A61;0;0;1;
48;5951;2;22;1;A32;A73;A152;A43;A61;0;1;0;
21;2606;4;28;1;A32;A72;A151;A43;A61;1;1;1;
10;1038;4;49;2;A34;A74;A152;A40;A61;1;0;1;
24;4151;2;35;2;A33;A73;A152;A42;A62;1;0;1;0,929846466
12;1922;4;37;1;A32;A73;A152;A42;A61;1;0;0;
12;2759;2;34;2;A30;A75;A152;A42;A61;1;0;1;
48;6110;1;31;1;A34;A73;A153;A46;A61;0;0;1;
6;1898;1;34;2;A34;A73;A152;A43;A65;1;0;1;
12;3059;2;61;1;A32;A74;A152;A43;A64;1;0;1;
12;2141;3;35;1;A32;A74;A152;A43;A62;1;0;1;
36;2337;4;36;1;A34;A75;A152;A43;A61;1;0;1;
30;4221;2;28;2;A30;A73;A152;A49;A61;1;1;1;0,82243216
36;7432;2;54;1;A33;A73;A151;A40;A61;0;1;1;0,899432063
12;1424;4;26;1;A34;A74;A152;A44;A61;1;0;1;
48;8487;1;24;1;A32;A74;A152;A40;A65;0;1;1;0,888463914
14;802;4;27;2;A33;A73;A152;A40;A61;1;0;1;
10;1924;1;38;1;A32;A73;A152;A43;A61;1;0;1;0,954773128
18;3378;2;31;1;A32;A73;A152;A41;A65;1;0;1;0,984921753
12;2366;3;36;1;A34;A74;A152;A40;A63;1;0;1;0,977775395
60;10366;2;42;1;A32;A75;A152;A40;A61;0;0;1;
24;3345;4;39;1;A32;A75;A151;A42;A61;1;0;0;
9;1437;2;29;1;A31;A74;A152;A40;A62;1;0;0;
9;2799;2;36;2;A34;A73;A151;A40;A61;1;0;1;0,960585296
18;2600;4;65;2;A32;A73;A153;A43;A61;1;0;0;
15;3568;4;54;1;A32;A75;A151;A43;A61;1;1;1;0,906729698
18;1042;4;33;1;A32;A73;A152;A40;A65;1;1;0;
12;2028;4;30;1;A32;A73;A152;A41;A65;1;0;1;
9;1919;4;35;1;A34;A74;A151;A42;A61;1;0;1;0,906880677
24;4042;3;43;2;A34;A74;A152;A41;A65;1;0;1;0,985554218
24;4151;2;35;2;A33;A73;A152;A42;A62;1;0;1;
48;10961;1;27;2;A32;A74;A152;A43;A64;0;0;0;
15;392;4;23;1;A32;A72;A151;A46;A61;1;1;1;
39;8588;4;45;1;A32;A75;A152;A41;A62;0;0;1;
9;654;4;28;1;A32;A73;A152;A40;A61;1;0;0;
36;2337;4;36;1;A34;A75;A152;A43;A61;1;0;1;
36;5848;4;24;1;A32;A73;A152;A43;A61;0;0;1;
24;5804;4;27;2;A34;A73;A152;A41;A64;0;0;1;
11;2142;1;28;1;A32;A75;A152;A49;A64;1;0;1;
36;8947;3;31;1;A33;A74;A152;A41;A65;0;0;1;
36;3595;4;28;1;A32;A75;A152;A43;A61;1;0;1;
15;1275;4;24;1;A32;A73;A151;A44;A65;1;1;0;0,206748113
15;5324;1;35;1;A32;A75;A153;A40;A63;0;1;1;
12;3016;3;24;1;A32;A73;A152;A43;A61;1;0;1;
15;1262;4;36;2;A32;A74;A152;A44;A63;1;0;1;
20;6148;3;31;2;A30;A75;A152;A41;A62;0;0;1;
30;3656;4;49;2;A34;A75;A152;A43;A65;1;0;1;0,981733561
6;1538;1;56;1;A32;A72;A152;A46;A61;1;1;1;
12;1736;3;31;1;A32;A74;A152;A42;A61;1;1;1;0,893181205
24;2872;3;36;1;A34;A75;A152;A43;A62;1;0;1;
24;937;4;27;2;A32;A72;A152;A48;A61;1;0;1;
24;1597;4;54;2;A34;A75;A153;A46;A61;1;0;1;
36;2348;3;46;2;A34;A73;A152;A42;A61;1;0;1;
18;2404;2;26;2;A34;A73;A152;A43;A61;1;1;1;0,954607546
36;7432;2;54;1;A33;A73;A151;A40;A61;0;1;1;
48;18424;1;32;1;A30;A73;A152;A410;A61;0;1;0;
24;1216;4;38;2;A34;A72;A152;A43;A62;1;0;0;
36;8947;3;31;1;A33;A74;A152;A41;A65;0;0;1;0,950282812
12;983;1;19;1;A32;A72;A151;A42;A64;1;1;1;
60;10144;2;21;1;A32;A74;A152;A43;A62;0;1;1;0,752464831
45;3031;4;21;1;A32;A73;A151;A43;A62;1;0;0;
18;1473;3;39;1;A32;A72;A152;A43;A61;1;0;1;
42;4370;3;26;2;A33;A74;A152;A43;A61;1;0;0;
18;5866;2;30;2;A32;A73;A152;A40;A62;0;0;1;
36;2862;4;30;1;A33;A75;A153;A40;A62;1;0;1;
18;4594;3;32;1;A32;A72;A152;A43;A61;1;0;1;0,83574748
12;1893;4;29;1;A32;A73;A152;A40;A61;1;1;1;0,746706784
30;2181;4;36;2;A34;A75;A152;A40;A65;1;0;1;0,962932646
24;4679;3;35;2;A33;A74;A152;A41;A61;1;0;1;
60;14782;3;60;2;A31;A75;A153;A410;A62;0;1;0;0,09935461
6;2647;2;44;1;A32;A73;A151;A43;A63;1;0;1;
15;3029;2;33;1;A32;A74;A152;A41;A61;1;0;1;
30;3017;4;47;1;A34;A75;A152;A43;A61;1;0;1;
18;2100;4;37;1;A32;A73;A152;A43;A61;1;0;0;
24;3149;4;22;1;A32;A72;A153;A42;A61;1;0;1;0,814528286
18;2473;4;25;1;A32;A71;A152;A42;A61;1;0;0;
6;683;2;29;1;A33;A72;A152;A43;A61;1;1;1;
24;1287;4;37;2;A34;A75;A152;A40;A64;1;1;1;
24;1371;4;25;1;A32;A73;A151;A40;A65;1;1;0;
18;1445;4;49;1;A31;A74;A152;A43;A65;1;0;1;
6;426;4;39;1;A30;A75;A152;A43;A61;1;0;1;
36;2613;4;27;2;A30;A73;A152;A45;A61;1;0;1;
18;2404;2;26;2;A34;A73;A152;A43;A61;1;1;1;
12;1258;2;22;2;A34;A72;A151;A42;A61;1;1;1;0,90104419
18;2051;4;33;1;A32;A72;A152;A43;A61;1;0;1;0,833735347
15;1520;4;63;1;A34;A75;A152;A42;A65;1;0;1;
9;1422;3;27;1;A32;A72;A153;A40;A61;1;0;0;
24;3069;4;30;1;A32;A75;A153;A42;A62;1;0;1;0,843863249
12;3573;1;23;1;A34;A73;A152;A43;A61;1;1;1;0,951929986
12;2759;2;34;2;A30;A75;A152;A42;A61;1;0;1;0,888449073
36;8335;3;47;1;A32;A75;A153;A41;A65;0;0;0;0,217226058
36;7432;2;54;1;A33;A73;A151;A40;A61;0;1;1;
30;4221;2;28;2;A30;A73;A152;A49;A61;1;1;1;0,82243216
6;609;4;37;2;A34;A74;A152;A40;A61;1;1;1;
24;2022;4;37;1;A34;A73;A152;A40;A61;1;1;1;0,889165998
48;3844;4;34;1;A30;A74;A153;A49;A62;1;0;0;
11;7228;1;39;2;A34;A73;A152;A40;A61;0;0;1;
36;4686;2;32;1;A32;A73;A153;A41;A61;1;0;1;
24;2424;4;53;2;A34;A75;A152;A43;A65;1;0;1;0,973748207
12;763;4;26;1;A32;A73;A152;A42;A61;1;1;1;0,50085777
10;1364;2;64;1;A32;A73;A152;A40;A61;1;1;1;
12;339;4;45;1;A31;A75;A152;A48;A61;1;0;1;
39;2569;4;24;1;A32;A73;A152;A41;A63;1;0;1;
11;1393;4;35;2;A34;A72;A152;A40;A61;1;1;1;
10;2146;1;23;2;A34;A72;A151;A42;A61;1;1;1;
36;7127;2;23;2;A34;A72;A151;A42;A61;0;1;0;0,119280986
36;2337;4;36;1;A34;A75;A152;A43;A61;1;0;1;0,953721702
15;1829;4;46;2;A34;A75;A152;A43;A61;1;0;1;0,986867905
39;14179;4;30;2;A34;A74;A152;A42;A65;0;0;1;0,415342033
48;6110;1;31;1;A34;A73;A153;A46;A61;0;0;1;
24;1901;4;29;1;A32;A73;A151;A43;A62;1;0;1;0,821562469
6;1743;1;34;2;A33;A73;A152;A49;A62;1;0;1;
36;9034;4;29;1;A32;A72;A151;A42;A62;0;0;0;
36;3804;4;42;1;A30;A73;A152;A43;A61;1;1;0;
36;9572;1;28;2;A33;A72;A152;A49;A61;0;0;0;
24;4526;3;74;1;A34;A73;A152;A49;A61;1;0;1;0,92298305
36;2337;4;36;1;A34;A75;A152;A43;A61;1;0;1;
15;1905;4;40;1;A32;A75;A151;A46;A61;1;0;1;0,803046405
18;1936;2;23;2;A32;A74;A151;A43;A65;1;0;1;
48;3578;4;47;1;A34;A75;A152;A43;A65;1;0;1;
24;4591;2;54;3;A32;A73;A152;A49;A64;1;0;0;
30;2150;4;24;1;A32;A73;A152;A40;A61;1;1;0;0,128163472
30;8386;2;49;1;A34;A74;A152;A42;A61;0;0;0;
48;10297;4;39;3;A32;A74;A153;A41;A61;0;0;0;
21;2923;1;28;1;A32;A73;A152;A40;A62;1;1;1;
24;2872;3;36;1;A34;A75;A152;A43;A62;1;0;1;0,975641549
60;7418;1;27;1;A33;A73;A152;A43;A65;0;0;1;
24;2910;2;34;1;A32;A74;A153;A41;A61;1;0;1;0,946999073
12;639;4;30;1;A32;A73;A152;A45;A61;1;0;0;
30;8072;2;25;3;A30;A72;A152;A49;A65;0;0;1;
6;1221;1;27;2;A34;A73;A152;A42;A65;1;0;1;
4;3380;1;37;1;A34;A74;A152;A40;A61;1;1;1;0,985270202
24;1553;3;23;2;A33;A74;A151;A43;A62;1;1;1;
48;6758;3;31;1;A32;A73;A152;A43;A61;0;1;0;
24;2910;2;34;1;A32;A74;A153;A41;A61;1;0;1;
6;1343;1;46;2;A34;A75;A152;A40;A61;1;0;1;
60;6527;4;34;1;A32;A73;A153;A40;A65;0;0;1;0,705730617
24;6313;3;41;1;A32;A75;A152;A41;A65;0;0;1;
15;1979;4;35;1;A32;A75;A152;A43;A65;1;0;1;
48;7582;2;31;1;A33;A71;A153;A410;A62;0;0;1;
24;929;4;31;1;A32;A74;A152;A42;A65;1;0;1;
18;1442;4;32;2;A31;A74;A153;A40;A61;1;0;0;
21;2241;4;50;2;A32;A75;A152;A42;A61;1;0;1;
21;2353;1;47;2;A33;A73;A152;A40;A61;1;0;1;
12;1493;4;34;1;A32;A72;A152;A43;A61;1;1;1;0,850263715
24;6967;4;36;1;A33;A74;A151;A49;A62;0;0;1;0,928072631
6;3518;2;26;1;A32;A73;A151;A40;A61;1;0;1;0,939830005
18;2238;2;25;2;A34;A73;A152;A43;A61;1;1;1;
15;1433;4;25;2;A34;A73;A151;A42;A61;1;1;1;
20;6468;1;60;1;A32;A71;A152;A41;A65;0;0;1;
9;1919;4;35;1;A34;A74;A151;A42;A61;1;0;1;
30;1867;4;58;1;A32;A75;A152;A43;A65;1;0;1;
36;3249;2;39;1;A32;A74;A153;A40;A61;1;0;1;0,918131471
8;907;3;26;1;A32;A72;A152;A49;A61;1;0;1;
24;1258;4;25;1;A32;A74;A152;A49;A61;1;0;1;
30;7485;4;53;1;A31;A71;A152;A41;A65;0;1;0;
10;1225;2;37;1;A32;A73;A152;A44;A61;1;0;1;
39;2569;4;24;1;A32;A73;A152;A41;A63;1;0;1;
12;2279;4;37;1;A32;A73;A153;A43;A65;1;0;1;
24;1393;2;31;1;A32;A73;A152;A40;A61;1;0;1;
18;3612;3;37;1;A34;A75;A152;A42;A61;1;1;1;
18;2389;4;27;1;A32;A72;A152;A43;A61;1;1;1;
6;1554;1;24;2;A34;A74;A151;A43;A61;1;1;1;
18;1817;4;28;2;A34;A73;A152;A42;A61;1;1;1;
15;1053;4;27;1;A32;A72;A152;A43;A61;1;0;1;0,940633714
18;1113;4;26;1;A32;A73;A152;A43;A61;1;1;1;
18;4165;2;36;2;A30;A73;A152;A49;A61;1;0;0;0,585315347
10;1309;4;27;1;A32;A73;A152;A40;A65;1;0;0;
36;10477;2;42;2;A34;A75;A153;A41;A65;0;0;1;
18;3780;3;35;2;A34;A72;A152;A42;A61;1;0;1;
45;4746;4;25;2;A34;A72;A152;A43;A61;1;0;0;0,214441136
36;9857;1;31;2;A33;A74;A152;A49;A62;0;0;1;0,947538555
24;3430;3;31;1;A32;A75;A152;A43;A63;1;0;1;
30;4249;4;28;2;A34;A71;A152;A40;A61;1;0;0;
24;1371;4;25;1;A32;A73;A151;A40;A65;1;1;0;
36;4686;2;32;1;A32;A73;A153;A41;A61;1;0;1;0,945514977
24;1516;4;43;2;A34;A73;A152;A43;A64;1;1;1;
36;8086;2;42;4;A33;A75;A152;A40;A62;0;0;0;0,551334202
24;7393;1;43;1;A32;A73;A152;A40;A61;0;0;1;0,765325785
30;2181;4;36;2;A34;A75;A152;A40;A65;1;0;1;
24;3092;3;22;1;A32;A72;A151;A43;A62;1;0;0;0,328239381
27;3416;3;27;1;A32;A73;A152;A43;A61;1;0;1;
12;1409;4;54;1;A34;A75;A152;A41;A61;1;0;1;
12;6199;4;28;2;A30;A73;A151;A43;A61;0;0;0;0,503407598
24;5084;2;42;1;A32;A75;A152;A43;A65;0;1;1;0,907789409
9;1549;4;35;1;A32;A72;A152;A40;A65;1;0;1;0,793801844
15;1316;2;47;2;A34;A73;A152;A43;A63;1;0;1;
28;4006;3;45;1;A32;A73;A152;A40;A61;1;0;0;
18;1442;4;32;2;A31;A74;A153;A40;A61;1;0;0;0,046681162
24;2333;4;29;1;A33;A72;A152;A42;A65;1;0;1;0,607412219
6;1047;2;50;1;A34;A73;A152;A46;A61;1;1;1;0,940321565
12;926;1;38;1;A34;A71;A152;A40;A61;1;1;1;
9;1082;4;27;2;A32;A75;A152;A43;A61;1;0;1;0,938263953
18;3244;1;33;2;A30;A73;A152;A42;A61;1;1;1;
18;1924;4;27;1;A32;A72;A151;A42;A65;1;1;0;
18;1582;4;46;2;A34;A75;A152;A43;A64;1;0;1;
12;685;2;25;1;A32;A74;A152;A40;A61;1;0;0;0,282174885
48;6758;3;31;1;A32;A73;A152;A43;A61;0;1;0;0,230859026
21;3599;1;26;1;A32;A74;A151;A42;A61;1;1;1;
48;10127;2;44;1;A34;A73;A153;A40;A63;0;0;0;0,420246899
15;2631;3;25;1;A32;A73;A152;A45;A62;1;1;1;0,942965508
12;2279;4;37;1;A32;A73;A153;A43;A65;1;0;1;0,845337093
4;601;1;23;1;A32;A72;A151;A42;A61;1;1;1;0,828695834
12;1410;2;31;1;A30;A73;A152;A48;A61;1;0;1;
18;3378;2;31;1;A32;A73;A152;A41;A65;1;0;1;
12;719;4;41;1;A32;A75;A152;A46;A61;1;0;0;
21;3357;4;29;1;A32;A72;A152;A43;A64;1;1;1;0,97032541
18;1936;2;23;2;A32;A74;A151;A43;A65;1;0;1;0,900123179
12;2748;2;57;3;A34;A75;A153;A46;A61;1;1;1;
12;1262;3;25;1;A32;A73;A152;A43;A61;1;0;1;
30;5954;3;38;1;A34;A74;A152;A43;A61;0;0;1;
12;640;4;49;1;A32;A73;A152;A40;A61;1;0;1;
24;4870;3;53;2;A33;A73;A153;A40;A61;1;0;0;
6;932;3;24;1;A33;A73;A152;A43;A61;1;1;1;
9;1501;2;34;2;A34;A75;A152;A46;A61;1;1;0;
24;2223;4;52;2;A34;A75;A152;A43;A62;1;0;1;
18;1940;3;36;1;A31;A72;A153;A43;A61;1;0;1;
15;1569;4;34;1;A31;A75;A152;A43;A62;1;0;1;
18;1098;4;65;2;A34;A71;A152;A43;A61;1;1;1;
9;1136;4;32;2;A34;A75;A153;A46;A64;1;0;0;
36;2299;4;39;1;A32;A75;A152;A43;A63;1;0;1;
18;2389;4;27;1;A32;A72;A152;A43;A61;1;1;1;
36;2712;2;41;1;A32;A75;A152;A42;A61;1;0;0;
30;1919;4;30;2;A33;A72;A152;A43;A62;1;0;0;
18;1345;4;26;1;A32;A73;A152;A43;A61;1;0;0;
14;3973;1;22;1;A32;A71;A153;A40;A61;1;0;1;
14;8978;1;45;1;A32;A75;A152;A40;A61;0;0;0;0,255675048
18;3001;2;40;1;A32;A74;A151;A42;A61;1;1;1;0,784865439
12;1393;4;47;3;A32;A75;A152;A46;A61;1;0;1;
24;11938;2;39;2;A34;A73;A152;A410;A61;0;0;0;
30;3017;4;47;1;A34;A75;A152;A43;A61;1;0;1;
30;4221;2;28;2;A30;A73;A152;A49;A61;1;1;1;
12;888;4;41;1;A32;A75;A152;A40;A61;1;0;0;
12;2366;3;36;1;A34;A74;A152;A40;A63;1;0;1;
24;2375;4;44;2;A33;A73;A152;A49;A63;1;0;1;0,812348962
22;2675;3;40;1;A32;A75;A152;A43;A63;1;0;1;
36;3349;4;28;1;A32;A73;A152;A42;A61;1;1;0;
36;9566;2;31;2;A34;A73;A152;A43;A61;0;1;1;
18;3590;3;40;3;A34;A71;A152;A49;A61;1;0;1;
15;1459;4;43;1;A34;A73;A152;A43;A61;1;1;1;0,879472017
24;2325;2;32;1;A31;A74;A152;A40;A62;1;0;1;
6;1238;4;36;1;A32;A71;A152;A48;A65;1;0;1;0,978028238
42;7174;4;30;1;A32;A74;A152;A43;A65;0;1;0;0,336706817
48;6681;4;38;1;A33;A73;A153;A49;A65;0;0;1;0,795449376
21;1188;2;39;1;A32;A75;A152;A49;A61;1;1;0;0,66787833
12;701;4;40;1;A32;A73;A152;A43;A61;1;0;1;
36;3249;2;39;1;A32;A74;A153;A40;A61;1;0;1;0,918131471
36;3711;2;27;1;A32;A73;A152;A46;A65;1;0;1;
18;750;4;27;1;A32;A71;A152;A46;A61;1;1;0;0,052142147
36;9566;2;31;2;A34;A73;A152;A43;A61;0;1;1;0,811399579
9;1980;2;19;2;A32;A72;A151;A42;A61;1;1;0;
15;2687;2;26;1;A32;A74;A151;A49;A61;1;0;1;0,821779311
6;428;2;49;1;A32;A75;A152;A42;A61;1;1;1;0,974983633
18;1795;3;48;2;A34;A75;A151;A43;A61;1;1;1;
54;15945;3;58;1;A30;A72;A151;A49;A61;0;0;0;
60;15653;2;21;2;A33;A74;A152;A43;A61;0;0;1;0,81282717
10;2132;2;27;2;A34;A72;A151;A42;A65;1;1;1;0,963466287
18;1928;2;31;2;A34;A72;A152;A42;A61;1;0;0;0,795483112
7;2329;1;45;1;A32;A72;A152;A43;A61;1;1;1;0,980594456
24;3757;4;62;1;A32;A75;A153;A40;A61;1;1;1;
6;14555;1;23;1;A32;A71;A152;A40;A65;0;0;0;
24;4057;3;43;1;A32;A74;A152;A42;A61;1;0;0;
21;2606;4;28;1;A32;A72;A151;A43;A61;1;1;1;
12;1402;3;37;1;A34;A74;A151;A42;A63;1;1;1;
12;674;4;20;1;A32;A74;A152;A43;A62;1;0;0;
45;1845;4;23;1;A32;A73;A153;A43;A61;1;0;0;
30;2503;4;41;2;A33;A75;A152;A49;A62;1;0;1;
36;1842;4;34;1;A32;A72;A152;A40;A61;1;1;0;
18;1056;3;30;2;A34;A75;A152;A40;A61;1;0;0;
40;5998;4;27;1;A34;A73;A152;A46;A61;0;0;0;
24;5804;4;27;2;A34;A73;A152;A41;A64;0;0;1;
12;717;4;52;3;A34;A75;A152;A43;A61;1;0;1;
15;3556;3;29;1;A32;A73;A152;A40;A65;1;0;1;
12;1526;4;66;2;A34;A75;A153;A41;A61;1;0;1;
24;7758;2;29;1;A34;A75;A151;A41;A64;0;1;1;0,820176661
14;3973;1;22;1;A32;A71;A153;A40;A61;1;0;1;
9;2136;3;25;1;A32;A73;A152;A42;A61;1;0;1;
30;3857;4;40;1;A32;A73;A152;A41;A61;1;0;1;
12;1412;4;29;2;A34;A73;A152;A49;A61;1;1;1;
12;1103;4;29;2;A32;A74;A152;A43;A61;1;0;1;
24;3878;4;37;1;A34;A72;A152;A40;A62;1;0;1;0,940552175
60;7297;4;36;1;A32;A75;A151;A49;A61;0;0;0;0,291330278
10;1364;2;64;1;A32;A73;A152;A40;A61;1;1;1;
36;1819;4;37;1;A32;A73;A153;A46;A61;1;0;0;0,173395038
36;2299;4;39;1;A32;A75;A152;A43;A63;1;0;1;
24;3617;4;20;2;A34;A75;A151;A42;A65;1;0;1;0,936815202
15;3029;2;33;1;A32;A74;A152;A41;A61;1;0;1;0,965745568
9;1154;2;37;3;A34;A75;A152;A43;A61;1;0;1;
12;2759;2;34;2;A30;A75;A152;A42;A61;1;0;1;0,888449073
12;902;4;21;1;A32;A74;A151;A48;A61;1;0;0;
24;4736;2;25;1;A34;A72;A152;A42;A61;1;1;0;
36;3913;2;23;1;A32;A73;A152;A43;A61;1;0;1;
6;1238;4;36;1;A32;A71;A152;A48;A65;1;0;1;0,978028238
24;11328;2;29;2;A32;A73;A152;A410;A61;0;0;0;0,171015754
24;5743;2;24;2;A34;A72;A153;A46;A61;0;1;1;
12;996;4;23;2;A34;A74;A152;A45;A65;1;1;1;
10;1240;1;48;1;A32;A75;A153;A40;A62;1;1;0;
12;1092;4;49;2;A32;A73;A152;A43;A61;1;1;1;
24;4151;2;35;2;A33;A73;A152;A42;A62;1;0;1;0,929846466
24;2603;2;28;1;A32;A73;A151;A41;A64;1;1;1;
